port, timestamp,snr,signal,noise,ms
p1,1764663861.3802,3.534,-60.57,-77.4,16.74
p1,1764663861.5120,3.543,-60.52,-78.14,17.55
p1,1764663871.3405,3.539,-63.14,-76.27,12.91
p1,1764663871.3625,3.542,-62.49,-76.56,13.89
p1,1764663871.4795,3.539,-62.6,-76.41,13.62
p1,1764663871.6115,3.548,-62.76,-76.54,13.59
C,1764663871.915,5,0
p1,1764663881.4397,3.529,-62.78,-76.66,13.7
p1,1764663881.4620,3.533,-62.69,-76.19,13.3
p1,1764663881.5790,3.542,-62.33,-76.33,13.83
p1,1764663881.7107,3.541,-62.34,-76.8,14.3
p1,1764663891.5392,3.557,-62.54,-75.94,13.19
p1,1764663891.5612,3.55,-62.27,-75.92,13.46
p1,1764663891.6785,3.547,-62.25,-76.18,13.76
G,1764663891,13.080953333,-16.766215,15.2
p1,1764663891.8102,3.541,-62.38,-76.53,13.98
C,1764663891.916,4,0
p1,1764663901.6387,3.538,-61.56,-75.24,13.49
p1,1764663901.6607,3.531,-62.11,-75.71,13.41
p1,1764663901.7780,3.544,-62.42,-74.79,12.1
p1,1764663901.9097,3.543,-62.02,-75.12,12.88
p1,1764663911.7382,3.549,-65.59,-75.67,9.626
p1,1764663911.7600,3.521,-64.91,-75.86,10.59
p1,1764663911.8772,3.536,-65.69,-76.3,10.22
p1,1764663912.0092,3.552,-66.75,-77.35,10.2
